customer_id,customer_name,product_id,product_name,sales_amount,quantity,transaction_date
C8984_3,Dominic Anderson,P00013,Environmental,2066.81,5,2022-07-24
C3695_3,Daniel Long,P00089,Mention,109.07,11,2024-03-26
C1266_1,Susan Ramirez,P00042,First,2506.93,19,2024-05-26
C5244_2,William Ferguson,P00002,High,425.2,12,2022-05-27
C2450_2,James Miller,P00021,Structure,3351.15,8,2024-03-08
C1345_1,Roger Howard,P00059,Next,3891.88,11,2023-12-03
C8477_1,David Li,P00073,Research,3209.89,14,2023-06-14
C6071_1,Makayla Hopkins,P00075,End,2017.32,20,2023-02-25
C7645_4,Jennifer Pierce,P00045,Meet,2593.38,19,2023-11-14
C5472_2,Douglas Hunt,P00034,Quality,3645.14,4,2023-04-02
C1682_3,Jordan Griffin,P00075,End,4387.51,14,2024-05-24
C9774,Olivia Lam,P00047,Successful,3430.04,16,2023-01-18
C8295_3,Timothy Marsh,P00091,Also,1339.32,14,2024-05-06
C2239_2,Brandi Wells,P00078,Step,341.84,3,2025-03-01
C8398_3,Michelle Hernandez,P00089,Mention,3293.35,10,2024-12-01
C9471_3,Anne Smith,P00100,Travel,4842.6,8,2024-12-18
C2576_6,Patricia Anderson,P00010,Guy,1651.5,2,2022-05-04
C3462_2,Taylor Hendricks,P00086,Expect,4693.72,6,2024-12-05
C3471_1,Casey Gardner,P00018,Hour,3536.36,10,2023-01-05
C6935_2,Christine Mitchell,P00096,Bad,1591.25,3,2022-09-01
C7200_3,Tammy Turner,P00087,Cost,3339.82,9,2023-04-15
C8493_1,Suzanne Tanner,P00016,Drive,1448.39,19,2023-12-06
C5757_2,Katie Gutierrez,P00082,Much,4174.01,1,2023-11-17
C9554,Paul Graves,P00081,Reality,2802.87,15,2024-10-21
C2593_1,Amy Craig,P00069,Away,4675.32,12,2022-12-04
C7593_2,John Stevens,P00037,Thank,1061.41,8,2023-12-05
C1116_1,Thomas Allen,P00067,Something,1091.45,19,2022-06-18
C3217_1,David Walton,P00023,Better,4616.83,6,2023-03-23
C5413_4,Diane Davis,P00034,Quality,299.58,7,2023-11-26
C3611,Robert Miller,P00037,Thank,349.27,12,2023-01-13
C4658_2,Brandon Jenkins,P00009,Including,568.76,16,2024-04-08
C4824_1,Jason Burns DVM,P00011,Often,1311.93,13,2024-09-21
C4851_3,Justin Jensen,P00043,Health,2525.93,16,2023-12-15
C5775_1,Kathryn Whitney,P00072,Director,227.26,2,2025-01-30
C5851_1,Eric Alvarado,P00043,Health,2887.59,9,2023-06-09
C2169_4,Erica Gomez,P00099,Add,1760.69,12,2022-10-03
C5423_3,Craig Jones,P00045,Meet,3176.91,7,2022-06-13
C7922_2,Michael Harrell,P00069,Away,3370.88,20,2023-10-09
C4701_2,Joan Cordova,P00030,Lose,4381.8,14,2024-07-20
C1386_1,Amy Bailey,P00061,Sit,1006.09,17,2022-11-07
C6305_2,Kevin Jones,P00036,Stay,2719.28,16,2024-08-13
C8507_2,Timothy Barker,P00063,Per,1821.65,12,2023-05-10
C9636_2,Michele Wilson,P00070,Although,2957.34,1,2023-11-03
C7486_3,Anthony Gonzalez,P00064,Note,3195.99,13,2023-05-29
C8924_2,Adam Huffman,P00025,Guess,249.26,8,2022-10-30
C8360_2,Jessica Rivera,P00069,Away,3168.08,7,2024-05-24
C8000_3,Mary Burton,P00080,Great,4566.24,1,2022-03-30
C5346_3,Rachel Graves,P00014,Information,272.42,13,2022-07-19
C9866_3,Karen Kelley,P00075,End,1948.22,18,2022-12-08
C7392_1,Karen Molina,P00031,Present,4102.23,1,2025-01-20
C5456_2,Brent Gaines,P00032,From,1083.92,19,2023-06-06
C5044_4,Benjamin Washington,P00049,Staff,3752.52,10,2023-10-31
C1026_3,Troy Pruitt,P00012,Policy,604.36,5,2024-11-12
C5021_3,Robin Williams,P00036,Stay,1667.31,7,2023-04-13
C9030,Heather Pham,P00055,Play,3263.7,7,2023-03-31
C1039_2,Robert Cameron,P00047,Successful,4840.89,9,2022-08-31
C4006_2,Jerry Barnes,P00007,Store,1946.76,11,2022-11-09
C9064_3,Colleen Duran,P00031,Present,323.52,9,2023-11-07
C7626_3,Amanda Griffin,P00033,Sell,1428.0,8,2024-02-05
C6702_2,Stephanie Sutton,P00051,Author,2239.45,10,2022-05-26
C6761_3,Tony Collins,P00057,Write,4061.55,8,2022-10-16
C6980_1,Stephen Cox,P00040,Maintain,2950.04,20,2024-03-16
C3089_3,Christopher Nguyen,P00019,White,811.2,8,2024-02-15
C4159_1,Patrick Brooks,P00086,Expect,1675.75,4,2022-08-07
C7782_1,Darlene Walters,P00053,Course,446.49,12,2024-10-03
C2764_1,Charles Hawkins,P00039,Often,2798.39,16,2022-04-16
C8603_4,Linda Whitaker,P00055,Play,516.33,19,2022-06-13
C7507_7,Ethan Ball,P00053,Course,433.86,1,2022-03-29
C9520_4,Debra Rice,P00031,Present,1965.96,18,2022-06-16
C1912_2,Scott Tran,P00001,Require,1468.04,19,2022-10-16
C4937_1,David Whitney,P00068,Treat,3316.36,14,2022-06-26
C6754_2,Lisa Ward,P00013,Environmental,3813.79,4,2023-04-04
C6832_2,Lisa Jones,P00077,Research,2233.98,4,2024-10-22
C4502_1,Jerry Erickson,P00096,Bad,1710.9,11,2022-11-28
C8539,Caitlin Vega,P00051,Author,3146.07,13,2024-08-15
C2651_1,Melissa Cannon,P00039,Often,4599.83,12,2025-02-16
C5927_2,Meghan Thornton,P00034,Quality,3235.38,8,2023-12-08
C5748_2,Timothy Deleon,P00048,Who,2737.77,15,2024-02-03
C2423_1,Douglas Castro,P00025,Guess,1040.54,12,2023-09-21
C2903_3,Stephanie Martin,P00095,Can,4636.88,13,2024-12-28
C2663_5,Jeffrey Pitts,P00092,Smile,820.09,6,2022-12-22
C7744_2,Kevin Gallegos,P00065,Response,774.45,19,2023-07-26
C7167_6,Joe Costa,P00020,Model,2833.39,11,2023-01-21
C2386_4,Christina Sanford,P00067,Something,1641.83,2,2024-01-15
C1326_1,Alexis Smith,P00037,Thank,3030.29,9,2025-03-18
C7060_6,Stephanie Dougherty,P00083,Per,2947.15,13,2022-11-13
C9464_4,Billy Martin,P00011,Often,11.14,9,2023-05-22
C7299_1,David Moore,P00024,Deal,4384.29,7,2024-11-23
C5006_2,James Burns DDS,P00007,Store,4205.84,9,2022-05-02
C1209_4,Mario Erickson,P00023,Better,3439.72,8,2023-04-08
C2953_1,Diana Bishop,P00058,His,4478.76,19,2023-09-04
C2737_2,Katherine Moore,P00082,Much,1527.04,11,2023-03-18
C1577_2,Savannah Walker,P00039,Often,4555.71,1,2023-09-12
C5665_1,Katherine Ford,P00037,Thank,1752.88,12,2024-05-08
C8838_2,Mary Johnson,P00032,From,1036.89,17,2022-06-07
C2634_6,Kelly English,P00027,Half,3952.75,15,2023-09-30
C2627_4,Timothy George,P00031,Present,3241.61,3,2024-09-28
C4467_6,Christina Lucero,P00081,Reality,986.59,15,2023-12-27
C7226_2,Mr. Richard Spencer,P00095,Can,4767.74,15,2023-01-29
C4180,Daniel Flores,P00010,Guy,2693.11,19,2024-09-29
C5130_2,Vanessa Waters,P00061,Sit,594.1,4,2022-09-03
C8282_1,Eileen Payne,P00058,His,4122.92,1,2023-06-23
C1625_4,Hannah Evans,P00056,Road,4379.45,16,2022-11-02
C2679_2,Meagan Cunningham,P00067,Something,3194.25,2,2025-01-03
C8686_2,Dustin Solis,P00076,Several,1935.37,1,2024-10-12
C1268_1,Sabrina Morrow,P00087,Cost,216.97,9,2022-05-24
C4470_2,Eric Roth,P00085,Friend,108.3,19,2024-10-25
C2643_3,Denise Sanchez,P00025,Guess,2384.4,11,2024-07-23
C1633_2,Jonathan Morrow,P00037,Thank,524.87,16,2024-06-27
C3026_2,Amy Wood,P00070,Although,467.19,15,2024-11-16
C2303_4,Olivia Dougherty,P00075,End,4389.24,14,2022-07-10
C2461_2,Elizabeth Logan DDS,P00082,Much,4253.87,14,2024-05-11
C9746_1,Tiffany Harvey,P00015,Collection,3376.19,10,2024-05-23
C5896_3,Shannon Nguyen,P00042,First,2206.41,2,2022-05-07
C5001_1,Stephanie Johnson,P00037,Thank,2559.14,10,2023-05-04
C7542_5,Samantha Gray,P00051,Author,4450.14,8,2024-07-24
C3409_1,Pamela Morrison,P00085,Friend,2779.04,17,2022-09-07
C2041_2,Daniel Hernandez,P00091,Also,3295.52,15,2022-10-31
C6627_5,Lauren Perez,P00050,Often,1180.67,14,2023-09-09
C9812_2,Robert Smith,P00039,Often,3965.32,6,2024-01-07
C3824_2,Ms. Cathy Garcia,P00024,Deal,4037.7,3,2023-12-19
C8120_1,Tyler White,P00024,Deal,2417.59,16,2023-07-29
C5847_7,Blake Bennett,P00036,Stay,1168.92,12,2022-12-22
C6932,William Lynch,P00067,Something,3557.27,7,2023-07-08
C7123_1,Richard Spears,P00063,Per,962.37,19,2023-04-09
C2449_3,Ms. Tina Palmer,P00028,That,2749.54,1,2024-01-01
C1223_2,Leah White,P00069,Away,1639.08,9,2024-10-10
C7749_2,Molly Hughes,P00042,First,1630.85,19,2023-10-14
C7787_1,Kelly Smith,P00076,Several,698.65,3,2023-07-15
C5071_2,Christopher Villegas,P00030,Lose,3252.0,9,2023-11-03
C7260_2,William Woodward,P00067,Something,1680.97,4,2024-03-22
C9400_1,Emma Maxwell,P00076,Several,1524.04,6,2023-12-13
C4992_4,Sonia Rojas,P00004,Claim,4628.11,5,2022-07-04
C2702_1,Jacob Henry,P00072,Director,1515.49,3,2024-09-09
C3611_1,Jennifer Mays,P00043,Health,2080.46,15,2023-08-06
C6916_2,Brian Wong,P00028,That,968.67,12,2022-03-28
C1174_3,Daniel Fisher,P00023,Better,4716.37,18,2025-01-18
C3550_3,Amber Peterson,P00036,Stay,4996.96,5,2023-08-27
C3609_4,Beverly Horn,P00042,First,1287.9,7,2023-06-08
C1483_4,Amber Ruiz,P00025,Guess,421.65,4,2023-11-05
C5165_4,Taylor Hines,P00006,Each,1848.01,19,2022-11-30
C7929,Brian Thompson,P00039,Often,880.86,8,2024-04-07
C3541_5,Travis Martin,P00072,Director,3415.13,13,2024-05-04
C4532_2,Briana Bauer,P00021,Structure,376.17,3,2022-07-28
C7836_3,John Roberts,P00073,Research,821.18,4,2023-04-08
C1821_1,Michael Fox,P00079,Physical,1567.85,12,2022-09-29
C3408_2,Charles Goodwin,P00098,Practice,942.88,18,2023-06-17
C2161_3,Sara Chapman,P00081,Reality,2309.09,17,2023-11-09
C6145_4,Alyssa Small,P00015,Collection,639.2,9,2022-07-26
C4137_3,Brandi Sandoval,P00061,Sit,3428.1,13,2024-01-24
C4184_1,Erica Mcdaniel,P00024,Deal,417.4,11,2024-10-25
C4795_3,James Monroe,P00008,Until,1999.52,17,2025-03-01
C9393_2,Claire Howard,P00038,Choose,3520.08,6,2024-05-26
C8654_1,Tina Clark,P00057,Write,1433.75,1,2024-02-20
C1676_3,Laurie Perez,P00053,Course,4885.94,7,2023-02-07
C5554_3,Ryan Oconnor,P00043,Health,4837.7,20,2023-11-04
C1245_4,Karla Wilson,P00074,City,3189.89,18,2022-07-10
C3186_6,Dylan Woods,P00073,Research,2607.11,8,2024-03-21
C5643_2,Michael Jackson,P00002,High,2115.03,12,2023-04-20
C6638_2,Scott Smith,P00090,Summer,2769.33,5,2024-06-12
C6289_2,Oscar Bowman,P00032,From,1454.68,18,2024-07-01
C7345_1,Debbie Pruitt,P00077,Research,1332.09,20,2024-05-28
C6141_1,Chloe Barnett,P00100,Travel,1487.22,18,2023-03-15
C4148_3,Candice Johnson,P00058,His,3577.92,15,2022-04-01
C7943_3,Kaitlyn Ortiz,P00092,Smile,1126.91,6,2024-09-25
C4066_4,Kevin Mcconnell,P00084,Before,3970.77,4,2024-07-18
C4610_2,Micheal Moore,P00005,Tonight,2977.11,3,2024-07-23
C1099_2,Kelly Huff,P00081,Reality,4736.28,10,2023-03-09
C5422_2,Cathy Orr,P00019,White,3175.4,4,2024-02-04
C5435_2,Brandon Jones,P00024,Deal,3411.46,15,2023-12-30
C7498_3,Sarah Krueger,P00009,Including,4741.64,6,2022-12-26
C9275_2,Kimberly Dickson,P00046,Really,2634.74,6,2024-03-31
C5915_3,Amy Wood,P00038,Choose,3271.86,10,2024-01-18
C3163_1,Matthew Garner,P00027,Half,4981.82,7,2022-04-28
C2593_2,Jeffrey Robbins,P00008,Until,4903.82,18,2024-09-07
C9780_3,Crystal Ellison,P00047,Successful,2919.94,7,2022-07-02
C2484_4,Mariah Ball,P00095,Can,957.15,7,2022-06-20
C4092_2,Michael Edwards,P00079,Physical,3503.87,10,2022-05-02
C6156_1,Donna Bennett,P00028,That,2900.39,17,2024-09-14
C8889,Lydia Taylor,P00048,Who,1641.56,13,2024-02-29
C1043_1,Nicole Rodriguez,P00004,Claim,2375.89,14,2022-06-04
C6231,John Schultz,P00055,Play,992.38,2,2023-03-28
C5084_2,Mary Best,P00085,Friend,2035.91,7,2023-04-23
C4268,Victoria Rose,P00080,Great,2930.02,5,2023-04-04
C5245_3,Kristen Delgado,P00074,City,2283.53,7,2023-02-15
C5452,Alan Obrien,P00085,Friend,755.56,11,2024-01-07
C1908_2,Mr. John Riley,P00060,Practice,4963.26,11,2024-10-10
C1118_2,Theresa Vargas,P00005,Tonight,2916.62,2,2023-07-10
C5031_2,Ashley Andersen,P00066,Never,1497.24,4,2023-03-31
C6695_6,Mr. Adam Hartman,P00082,Much,2331.45,17,2023-08-30
C7359_1,Mario Barnett,P00068,Treat,3683.68,9,2023-04-21
C3136_3,Chad Martin,P00049,Staff,3419.43,5,2024-07-13
C5400_3,Cynthia Walker,P00012,Policy,749.5,2,2022-09-03
C8645_1,Kevin Hutchinson,P00005,Tonight,3851.76,16,2024-11-25
C3204_3,Renee Robinson,P00048,Who,153.84,17,2023-12-30
C8899_1,Timothy Glenn,P00019,White,3245.16,14,2024-07-11
C6416_3,David Everett,P00001,Require,1570.25,3,2023-07-19
C6957_3,Amanda Pratt,P00006,Each,4030.73,4,2023-04-11
C5756_3,Amanda Schwartz,P00036,Stay,1274.62,10,2024-04-08
C9874_2,Mary Horn,P00088,East,1226.08,3,2023-07-16
C1745_2,Matthew Williams,P00042,First,1743.12,3,2023-02-06
C9936_2,Tonya Diaz,P00079,Physical,1486.57,19,2023-11-30
C3702_3,Michael Chen,P00039,Often,4496.59,15,2023-07-11
C9631_3,Regina Mcfarland,P00022,Fine,4792.99,18,2024-12-18
C5409,Melissa Bell,P00004,Claim,4281.44,18,2023-11-23
C1432_1,Dana Clark,P00011,Often,722.26,14,2023-05-26
C6527,Juan Campbell,P00065,Response,2351.67,13,2023-01-13
C7194_4,Kristen Chavez,P00081,Reality,2078.41,2,2024-07-07
C6603_2,Katherine Jacobs,P00039,Often,1130.16,17,2025-01-28
C5214_5,Linda Cox,P00040,Maintain,970.12,9,2023-01-14
C9223,Jose Graham,P00071,Almost,56.09,5,2023-08-16
C1715_3,Christine George,P00002,High,44.47,4,2022-05-18
C1220_4,Stacy Bennett,P00085,Friend,4757.26,11,2024-06-24
C3595,Monica Green,P00095,Can,1619.39,4,2023-09-14
C9291_2,Eric Kennedy,P00086,Expect,4615.17,7,2023-02-13
C1509_3,Monica Warner,P00064,Note,4144.13,14,2023-06-01
C2231_3,Amber Shepard,P00092,Smile,7.58,1,2022-08-14
C7280_4,Justin Hansen,P00083,Per,2914.26,12,2024-01-28
C1154_3,Jeffrey Black,P00069,Away,283.46,18,2023-10-27
C2875_3,Jennifer Kaufman,P00058,His,3227.85,4,2024-05-25
C9094_9,David Obrien,P00082,Much,1538.05,15,2022-12-25
C7039_3,John Kennedy,P00073,Research,517.08,3,2024-06-19
C4277_2,Christine Jones,P00038,Choose,3058.74,12,2023-02-11
C8007_4,Jennifer Riley,P00040,Maintain,1653.85,10,2025-01-30
C5076_2,Scott Vasquez,P00054,Tough,3326.7,1,2024-01-20
C7412_2,Alexandra Williams,P00066,Never,4271.31,4,2022-09-30
C7843_1,Leah Esparza,P00057,Write,826.88,5,2023-04-29
C2238_4,Charles Anderson,P00089,Mention,2278.69,10,2024-08-24
C7633_5,William Boyd,P00021,Structure,3175.32,13,2022-09-29
C5240_5,Matthew Gross,P00100,Travel,1539.2,6,2023-10-14
C9548_2,Andrew Wise,P00085,Friend,937.91,1,2022-07-25
C1037_3,Lauren Taylor,P00084,Before,384.62,2,2024-02-27
C9087_2,Sherry Alvarez,P00094,Fund,2259.96,17,2022-09-04
C4018_2,Jacqueline Mckinney,P00043,Health,3241.18,19,2022-05-03
C4561_2,George Frazier,P00042,First,455.31,15,2024-06-20
C6224_1,Rachel Wilson,P00084,Before,4729.48,5,2024-11-20
C1771,David Nguyen,P00097,Talk,795.7,14,2022-07-02
C2082_4,Dr. Melissa Wallace DDS,P00035,Second,3606.11,5,2022-04-16
C2113,Daniel Scott,P00034,Quality,2717.31,20,2022-11-27
C9034_3,Stephen Williamson,P00062,Write,140.06,7,2022-09-26
C1769_1,Autumn Graham,P00098,Practice,1622.01,3,2022-09-02
C3803_4,Lisa Hartman DDS,P00013,Environmental,191.48,3,2025-02-21
C3163_2,Nicholas Gray,P00026,Civil,1853.47,13,2024-11-03
C4816_3,Brooke Bell,P00026,Civil,4052.58,11,2022-05-03
C7605_4,Erica Lester,P00016,Drive,758.78,1,2022-07-22
C4753_1,Lauren Lee,P00010,Guy,1774.38,1,2025-02-23
C7145_2,Amy Lane,P00020,Model,3407.86,2,2024-11-30
C3419_2,Carrie Hopkins,P00098,Practice,4299.78,13,2022-12-21
C5269_2,Shelby Walsh,P00050,Often,3896.99,9,2024-03-12
C9154_2,Pamela Monroe,P00040,Maintain,234.42,11,2023-07-02
C5260_1,Janet Mora,P00022,Fine,716.4,18,2022-06-19
C8572_1,John Munoz,P00051,Author,4143.95,20,2023-06-30
C1857_4,Jacob Lee,P00090,Summer,213.13,11,2022-09-28
C6148_3,Eugene Davis,P00072,Director,3993.57,11,2023-01-16
C1160_4,Mrs. Lindsey Pierce,P00016,Drive,1609.78,15,2024-05-14
C4828_4,Jessica Collins,P00017,House,4787.97,18,2025-03-14
C8722,Faith Kerr,P00036,Stay,1623.25,13,2024-03-07
C3186_7,Michelle Vaughn,P00035,Second,3321.13,19,2023-05-20
C8434_5,Ashley Blankenship,P00070,Although,797.95,10,2024-08-27
C8129_4,Jordan Chang,P00011,Often,3309.35,12,2023-11-08
C6972,Kirk Miller,P00068,Treat,205.61,1,2022-12-18
C4220_6,Jacqueline Ross,P00012,Policy,3055.94,3,2024-07-27
C1977_6,James Lawson,P00096,Bad,2593.12,18,2022-05-14
C4061_2,Taylor Diaz,P00061,Sit,3492.2,11,2025-03-16
C8568_2,Christopher Green,P00086,Expect,4548.92,6,2023-04-07
C9653_1,Andre Casey,P00089,Mention,4206.21,7,2023-06-19
C9101_4,Marc Montgomery,P00021,Structure,1913.15,20,2024-04-18
C2769,Robert Jones,P00097,Talk,2013.48,20,2022-07-23
C4628_2,Henry Koch,P00094,Fund,3409.95,9,2025-02-15
C6921_2,Kyle Copeland,P00017,House,308.33,13,2023-06-12
C3919_2,Angela Williams,P00059,Next,4952.51,13,2023-06-03
C4019,Kimberly Washington,P00088,East,51.69,18,2023-03-29
C5235_1,Todd Morales,P00038,Choose,2217.24,2,2023-02-19
C3168_5,Marie Woods,P00001,Require,1871.89,19,2024-04-19
C5249_6,Michelle Bryant,P00043,Health,105.0,6,2025-02-05
C4153_1,Margaret Adams,P00078,Step,2825.86,3,2024-07-30
C2884,Stacey Montgomery,P00052,Car,983.49,2,2022-09-14
C3820_5,Jesse Schroeder,P00018,Hour,4121.18,17,2024-02-13
C7834_7,Andre Bauer,P00035,Second,1377.13,8,2022-04-24
C6569_2,Ricky Kramer,P00092,Smile,819.59,6,2024-07-04
C8725_1,Matthew Boyle,P00035,Second,4938.56,13,2023-10-27
C1325_5,Joshua Brewer,P00043,Health,618.3,20,2024-02-26
C5706_2,Stephanie Miller,P00012,Policy,3149.74,7,2023-07-22
C4246_5,Elizabeth Mcfarland,P00087,Cost,3236.18,16,2022-09-30
C6691_2,John Richmond,P00023,Better,4841.0,19,2023-11-11
C9700_2,Chris Mitchell,P00015,Collection,1075.61,12,2023-05-12
C5119_3,Andrew Krause,P00023,Better,417.3,11,2024-09-04
C5090_3,Lisa Nguyen,P00083,Per,3196.7,10,2023-12-12
C9693_5,Shannon Zhang,P00098,Practice,1870.47,6,2024-06-18
C4689,Steve Meyer,P00098,Practice,4939.2,3,2023-06-07
C4658_3,Frank Mccormick,P00081,Reality,1222.89,1,2022-05-08
C5144_2,Chelsey Padilla,P00029,Live,4244.79,7,2022-06-12
C9468_5,Dawn Sanchez,P00031,Present,3868.14,13,2025-03-03
C2953_2,Joshua Hill,P00013,Environmental,3069.92,14,2023-05-02
C1278_1,Robert Atkins,P00074,City,2077.88,2,2023-10-13
C8961_2,Beth Norman,P00020,Model,3430.84,12,2025-02-23
C5479_4,Richard Marshall,P00045,Meet,4101.97,2,2024-03-26
C5362_1,Lisa Graves,P00003,Line,551.99,19,2024-10-24
C1329_5,William Lawrence,P00022,Fine,159.74,13,2022-04-08
C4807_1,Adrienne Mccormick,P00041,Attorney,925.34,7,2024-07-21
C9817_1,Dr. Amber Gonzalez,P00057,Write,3902.34,6,2022-05-02
C5883_3,Michael Black,P00044,Table,1782.11,17,2023-12-05
C7732_5,Tiffany Tran MD,P00092,Smile,3064.16,14,2022-05-26
C7816_2,Rebecca Lyons,P00007,Store,4681.76,7,2023-11-09
C3002_3,Kevin Lopez,P00047,Successful,2375.18,3,2022-12-13
C2286_5,Amy Chang,P00031,Present,2997.94,20,2024-05-24
C9084_2,Kathryn Welch,P00051,Author,4538.53,16,2024-11-16
C8912_3,Daniel Lopez,P00043,Health,275.22,6,2023-07-22
C3402,Sarah Chaney,P00023,Better,4542.41,14,2025-03-18
C7628_3,Derek Hamilton,P00096,Bad,1045.37,8,2022-05-13
C8725_2,Keith Moore,P00028,That,3430.88,2,2024-02-13
C8655_3,Mr. Ronald Jackson DDS,P00004,Claim,3641.16,5,2025-02-10
C9670_1,Monica Evans,P00012,Policy,1553.08,12,2023-08-09
C7998_4,Robert Nelson,P00024,Deal,1777.24,12,2022-07-14
C4683_3,Audrey Colon,P00041,Attorney,757.08,11,2023-05-09
C4818,Bryan Collins,P00062,Write,911.5,11,2025-03-16
C4175_2,Crystal Richards,P00007,Store,2002.45,9,2022-06-28
C2257_3,Alexandra Lopez,P00054,Tough,2055.57,14,2022-04-24
C1709_4,Samuel Long,P00093,My,2314.01,4,2023-12-13
C1517_4,Julia Francis,P00080,Great,4889.24,13,2022-07-31
C9105_4,Donald Shaffer,P00047,Successful,3825.07,12,2023-12-07
C1049,Stephanie Fleming,P00068,Treat,3184.85,19,2023-05-18
C4451_2,Christina Petersen DDS,P00068,Treat,1925.37,3,2025-01-12
C4995,Charlene Harris,P00035,Second,4576.77,10,2024-09-23
C7846_3,Karen Thomas,P00085,Friend,1690.53,18,2022-05-16
C2689,Amber Duncan,P00043,Health,3569.07,19,2024-09-06
C5516_2,Mrs. Annette Pierce DVM,P00029,Live,1608.95,7,2024-08-18
C6217_2,Carla Cruz,P00039,Often,2551.67,2,2025-01-28
C8309_2,Kimberly Lopez,P00021,Structure,4552.74,14,2022-05-30
C4928_2,Maria Bell,P00036,Stay,889.72,20,2024-06-11
C8910_4,Terry Gonzalez,P00030,Lose,2786.17,12,2022-04-04
C2390_3,Drew Ward,P00051,Author,2169.97,2,2024-10-27
C2553_2,Briana Stephenson,P00044,Table,1994.93,2,2022-03-25
C2482_2,Micheal Hall,P00019,White,4232.21,14,2024-11-22
C1423_4,Maria Vang,P00075,End,598.88,2,2024-03-27
C1126_5,Kayla West,P00057,Write,4697.4,12,2024-07-28
C7715_6,Tanya Sullivan,P00027,Half,2439.91,20,2025-01-13
C1954_2,Rodney Marshall,P00047,Successful,3383.8,20,2022-07-21
C7411_1,Johnny Diaz,P00063,Per,623.36,15,2022-04-15
C6990_3,Donald Young,P00004,Claim,3815.82,15,2022-09-21
C7072_3,Jill Casey,P00069,Away,309.54,10,2024-10-12
C1833_2,Angela Hall,P00058,His,2373.81,10,2024-10-12
C1340_2,Erica Mann,P00067,Something,363.18,10,2022-05-31
C7088_1,Shelby Douglas,P00054,Tough,4285.91,13,2024-04-29
C9657_4,Rebecca Martin,P00047,Successful,3366.75,2,2024-11-11
C6348,Katrina Ford,P00058,His,2192.24,13,2024-08-18
C9419_3,Felicia Noble,P00041,Attorney,4024.29,7,2024-09-27
C8884_3,Christina Hubbard,P00040,Maintain,901.06,9,2023-12-15
C7862_6,Janet Davis,P00004,Claim,4172.24,2,2024-07-02
C5466_4,Christine Young,P00098,Practice,4483.4,5,2023-12-04
C5123_1,Mark Simpson,P00010,Guy,1223.65,6,2022-05-30
C4412_1,Norma Black,P00076,Several,3157.95,6,2025-02-24
C4260_6,Joshua Snyder,P00053,Course,3740.98,16,2024-07-25
C2255_3,Heather Peterson,P00002,High,440.04,18,2022-03-20
C5175_4,Teresa Vega,P00037,Thank,621.54,2,2022-11-07
C7878_2,Shawn Davies,P00093,My,4982.85,8,2024-07-26
C5750_3,Regina Williams,P00091,Also,283.99,17,2022-12-31
C6870_3,Joseph Acosta,P00040,Maintain,1734.83,7,2024-01-19
C1779_1,Ronnie Kim,P00013,Environmental,1396.73,19,2023-09-25
C2499_1,Mandy Reynolds,P00025,Guess,1738.49,15,2023-07-21
C3124_2,Eric Powell,P00003,Line,274.63,11,2022-05-02
C3949_5,Dwayne Garcia,P00072,Director,2332.3,2,2022-03-20
C6105_2,Paul Rivera,P00082,Much,3981.83,15,2023-04-10
C3053_3,Gina Lozano,P00055,Play,3704.29,7,2024-09-18
C5575,Brian Davis,P00085,Friend,4492.73,18,2023-03-20
C4166_2,Carol Dickerson,P00026,Civil,263.73,19,2022-09-22
C4262_3,Erin Lopez,P00019,White,2223.18,15,2023-02-23
C3190_4,Michelle Martinez,P00008,Until,4799.15,4,2024-05-30
C1799,Beverly Murillo,P00075,End,1801.42,5,2024-08-22
C3286_2,Kerri Shelton,P00022,Fine,214.2,15,2024-04-18
C3449_2,Jessica Reed,P00010,Guy,4810.99,14,2024-04-24
C5372_3,Wayne Edwards,P00065,Response,3899.35,13,2025-02-17
C6853_2,Katelyn Price,P00052,Car,3427.97,18,2023-10-13
C2969_1,Susan Richard,P00072,Director,4567.77,14,2023-12-01
C2365_3,Anthony Gray,P00022,Fine,1588.37,3,2024-06-15
C9129_1,Nicole Lopez,P00034,Quality,2584.43,6,2025-02-23
C8022_4,Dawn Morales,P00001,Require,2289.96,6,2024-05-30
C6828_1,Keith Lewis,P00035,Second,1787.07,15,2025-03-18
C7502_2,Emily Oconnor,P00020,Model,3529.03,20,2023-07-07
C6941_3,Julie Cummings,P00023,Better,3095.57,1,2022-08-18
C8298_1,Kendra Holmes,P00005,Tonight,4427.57,19,2024-08-29
C2069_3,Pamela Maxwell,P00074,City,1522.23,7,2023-04-12
C3127_1,Karen Powell,P00067,Something,57.1,13,2024-10-26
C5778_3,Randall Carter,P00070,Although,3655.2,4,2024-02-09
C2434_1,Christian Larsen,P00010,Guy,4065.62,13,2024-08-20
C2020_1,William Clark,P00054,Tough,4620.58,4,2023-01-07
C5547_6,Mark Hill,P00078,Step,2391.67,11,2022-05-06
C7275_1,Andrew Carter,P00092,Smile,3424.8,8,2023-10-25
C4387_2,Andrew Bass,P00090,Summer,852.83,3,2024-10-15
C9823_3,Phyllis Booker,P00056,Road,4249.9,8,2024-04-05
C4326_2,Lori Fleming,P00030,Lose,634.39,13,2023-07-18
C4077_2,Bradley Cantrell,P00045,Meet,502.18,7,2023-05-19
C6211_2,David Lee,P00037,Thank,151.62,11,2022-08-22
C9254_1,Brian Wagner,P00037,Thank,640.11,3,2024-10-21
